Название объекта,Цена,Расположение,Район,Количество комнат,Площадь (м²),Дополнительные параметры
Часть дома ,40 000 000 〒,"Алатауский р-н, Райымбека 447 — Ташкентский-Ахрименко",Алатауский,2,43,Floor: 1
Отдельный дом ,60 000 000 〒,"Жетысуский р-н, Осоавиахима 8 — Сейфуллина-тобаякова",Жетысуский,4,80,Construction year: 1960
Часть дома ,25 000 000 〒,"Турксибский р-н, мкр Нуршашкан (Колхозши)",Турксибский,3,73,Floor: 1;  Construction year: 2023
Отдельный дом ,225 000 000 〒,"Бостандыкский р-н, мкр Ерменсай 29 — Торангы",Бостандыкский,5,420,Floor: 4;  Construction year: 2006
Отдельный дом ,75 000 000 〒,"Алатауский р-н, мкр Айгерим-2 55/1",Алатауский,5,200,Floor: 2;  Construction year: 2010
Отдельный дом ,30 000 000 〒,"Турксибский р-н, Калмаржын 5 — Огарёва",Турксибский,4,82.3,Floor: 1
Дача ,30 000 000 〒,"Наурызбайский р-н, мкр Таусамалы, Мкр Таусамалы, СО Монтажник 55",Наурызбайский,3,36,Floor: 1;  Construction year: 1995
Отдельный дом ,40 000 000 〒,Саина — Индустриальная зона,,3,75,Floor: 1
Отдельный дом ,230 000 000 〒,"Бостандыкский р-н, Дружба-спорт — Ремизовка",Бостандыкский,7,407,Floor: 3;  Construction year: 2015
Отдельный дом ,450 000 000 〒,"Бостандыкский р-н, мкр Нур Алатау 7a",Бостандыкский,12,240,Floor: 2;  Construction year: 1975
Отдельный дом ,200 000 000 〒,"Алатауский р-н, мкр 6-й градокомплекс, Галиева 46 — Кошкарбаев",Алатауский,14,460,Floor: 2;  Construction year: 2016
Часть дома ,43 000 000 〒,"Медеуский р-н, Баишева 10 — Макатаева",Медеуский,2,82,Floor: 1;  Construction year: 2000
Отдельный дом ,80 000 000 〒,"Наурызбайский р-н, мкр Карагайлы 22 — Ер Косай батыр",Наурызбайский,5,120,Floor: 1;  Construction year: 2000
Отдельный дом ,60 000 000 〒,"Наурызбайский р-н, мкр Акжар",Наурызбайский,4,110,Floor: 1;  Construction year: 2002
Часть дома ,35 000 000 〒,"Жетысуский р-н, Павладарская 26 кв1 — Находится рядом остановка баня",Жетысуский,4,90,Construction year: 1956
Часть дома ,30 000 000 〒,"Жетысуский р-н, Фёдорова — Гончарова и крылова",Жетысуский,5,87,Floor: 1;  Construction year: 1988
Отдельный дом ,140 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Нурлытан 152",Наурызбайский,7,320,Floor: 2;  Construction year: 2022
Отдельный дом ,126 000 000 〒,"Медеуский р-н, мкр Атырау",Медеуский,6,248,Construction year: 1997
Часть дома ,23 000 000 〒,"Жетысуский р-н, Латифа Хамиди 126А — Бондаренко",Жетысуский,3,52,Floor: 1;  Construction year: 1960
Отдельный дом ,277 000 000 〒,"Медеуский р-н, мкр Коктобе — Сахариева, Восточка",Медеуский,4,320,Floor: 2;  Construction year: 2022
Часть дома ,31 900 000 〒,"Турксибский р-н, Шатского 13а",Турксибский,3,80,Floor: 2;  Construction year: 1980
Отдельный дом ,28 000 000 〒,"Алатауский р-н, мкр Шанырак-1, Шаңырақ-1 ш/а. қобыланды 3/1",Алатауский,3,100,Floor: 1;  Construction year: 2012
Часть дома ,12 000 000 〒,"Алмалинский р-н, Гринева 43 — Тлендиева - Есенжанова",Алмалинский,2,35,Floor: 1;  Construction year: 1990
Отдельный дом ,97 000 000 〒,"Ауэзовский р-н, мкр Мамыр-4",Ауэзовский,5,222.2,Floor: 3;  Construction year: 2006
Отдельный дом ,50 000 000 〒,"Жетысуский р-н, мкр Кемел (Первомайское) 176 — Капчагайской трассы",Жетысуский,4,86.6,Floor: 1;  Construction year: 1961
Отдельный дом ,90 000 000 〒,"Бостандыкский р-н, мкр Нур Алатау — Родниковая 118",Бостандыкский,4,100,Floor: 2;  Construction year: 2011
Отдельный дом ,90 000 000 〒,"Бостандыкский р-н, мкр Нур Алатау — Родниковая 118",Бостандыкский,4,100,Floor: 2;  Construction year: 2011
Отдельный дом ,33 000 000 〒,"Алатауский р-н, мкр Курылысшы, Темирказык 8",Алатауский,3,70,Floor: 1;  Construction year: 1956
Дача ,16 000 000 〒,"Наурызбайский р-н, мкр Таужолы — Кордон",Наурызбайский,3,60,Floor: 2
Отдельный дом ,80 000 000 〒,"Наурызбайский р-н, мкр Калкаман-2 — Толе би, Сагатова",Наурызбайский,4,100,Floor: 1;  Construction year: 2000
Отдельный дом ,73 000 000 〒,"Алатауский р-н, мкр Саялы — Рядом есть школа 180",Алатауский,5,239.8,Floor: 2;  Construction year: 2014
Отдельный дом ,55 000 000 〒,"Алатауский р-н, мкр Шанырак-2 — Жалантос Бахадур 55а",Алатауский,6,193,Floor: 2;  Construction year: 2008
Отдельный дом ,30 000 000 〒,"Жетысуский р-н, Войникова 12 — Ул.Станиславского , район мехового комбината",Жетысуский,4,40,Floor: 1;  Construction year: 1983
Отдельный дом ,65 000 000 〒,"Алатауский р-н, мкр Айгерим-1, Майкопская 56",Алатауский,5,150,Floor: 2;  Construction year: 2014
Часть дома ,25 000 000 〒,"Турксибский р-н, Партизанская 11 — Гете",Турксибский,2,57,Floor: 1;  Construction year: 1962
Отдельный дом ,70 000 000 〒,"Жетысуский р-н, мкр Айнабулак-3 — Ермоловой 101",Жетысуский,5,141,Floor: 1;  Construction year: 1975
Отдельный дом ,35 620 000 〒,"Алатауский р-н, мкр Боралдай (Бурундай)",Алатауский,6,190,Floor: 1
Отдельный дом ,75 000 000 〒,"Алатауский р-н, мкр Шанырак-2",Алатауский,8,270,Floor: 2;  Construction year: 2012
Отдельный дом ,50 000 000 〒,"Алмалинский р-н, Рахманинова 102",Алмалинский,10,210,Floor: 1;  Construction year: 2010
Отдельный дом ,100 000 000 〒,"Ауэзовский р-н, Айтей Батыра 67 — Жайдарман (бывшая Ильича)",Ауэзовский,5,198,Floor: 1;  Construction year: 1999
Отдельный дом ,95 000 000 〒,"Бостандыкский р-н, Ст труд 6 — Дулати",Бостандыкский,7,230,Floor: 3;  Construction year: 2018
Отдельный дом ,42 000 000 〒,"Жетысуский р-н, мкр Кулагер, Станиславского 224 — Рыскулова Волочаевская",Жетысуский,3,60.6,Floor: 1;  Construction year: 1960
Отдельный дом ,47 000 000 〒,"Алатауский р-н, мкр Заря Востока 77 — Бердигулова Гвардейская",Алатауский,5,100,Floor: 1;  Construction year: 1985
Отдельный дом ,45 000 000 〒,"Медеуский р-н, мкр Думан-1, Кульджинский тракт 25 — За Халык Ареной",Медеуский,12,96,Floor: 1
Отдельный дом ,60 000 000 〒,"Медеуский р-н, мкр Алатау (ИЯФ) 230 — Айкап-Победы",Медеуский,5,198,Floor: 1;  Construction year: 2022
Отдельный дом ,270 000 000 〒,"Медеуский р-н, мкр Коктобе, Талгат Бигелдинов 25",Медеуский,8,280,Floor: 2;  Construction year: 1981
Отдельный дом ,23 000 000 〒,Мечеть Рамазан — Кемертоган ферма,,5,160,Floor: 1;  Construction year: 2023
Отдельный дом ,60 000 000 〒,"Алатауский р-н, мкр Теректы, Нарсай 32",Алатауский,5,125,Floor: 1;  Construction year: 2017
Отдельный дом ,47 500 000 〒,"Жетысуский р-н, Хожамьярова 75а — Хожамьярова , паладина",Жетысуский,7,146.2,Floor: 1;  Construction year: 2009
Отдельный дом ,85 000 000 〒,"Ауэзовский р-н, Яссауи 160",Ауэзовский,4,103,Floor: 1;  Construction year: 1972
Отдельный дом ,23 000 000 〒,Сейдалиева,,2,75,Floor: 1;  Construction year: 2023
Отдельный дом ,80 000 000 〒,"Алатауский р-н, мкр Мадениет 19/1",Алатауский,6,232,Floor: 2;  Construction year: 2018
Отдельный дом ,23 000 000 〒,"Турксибский р-н, Шацкого 12",Турксибский,4,50,Floor: 1
